"编号","类别","中文文案","中文来源","源码原文","出现位置","审核意见"
"NT0962","服务端与协议错误","账号探测请求失败。","中文审核译文；当前源码为英文","Account probe request failed.","src/server/accountAppServerProbe.ts:72",""
"NT0963","服务端与协议错误","账号通知规则无效。","现有中文/翻译","账号通知规则无效。","src/server/accountNotificationService.ts:69",""
"NT0964","服务端与协议错误","账号选择无效。","现有中文/翻译","账号选择无效。","src/server/apiProxy/store.ts:107",""
"NT0965","服务端与协议错误","账号选择已变化，请重新连接。","现有中文/翻译","账号选择已变化，请重新连接。","src/server/apiProxy/gateway.ts:563",""
"NT0966","服务端与协议错误","账号已移除，本次登录已取消。","现有中文/翻译","账号已移除，本次登录已取消。","src/server/accountAuthCoordinator.ts:475",""
"NT0967","服务端与协议错误","账号已移除，关联连接已关闭。","现有中文/翻译","账号已移除，关联连接已关闭。","src/server/accountExecution.ts:41",""
"NT0968","服务端与协议错误","账号已移除，已切断执行连接；请核对会话历史","现有中文/翻译","账号已移除，已切断执行连接；请核对会话历史","src/server/codexAppServerBridge.ts:6738",""
"NT0969","服务端与协议错误","账号已移除；请登录后手动重新发送","现有中文/翻译","账号已移除；请登录后手动重新发送","src/server/codexAppServerBridge.ts:6739",""
"NT0970","服务端与协议错误","账号已移除。","现有中文/翻译","账号已移除。","src/server/accountAuthCoordinator.ts:283；src/server/accountAuthCoordinator.ts:1002；src/server/accountAuthStore.ts:386",""
"NT0971","服务端与协议错误","账号正在切换，稍后读取额度","现有中文/翻译","账号正在切换，稍后读取额度","src/server/codexAppServerBridge.ts:5490",""
"NT0972","服务端与协议错误","账号正在使用或凭据正在变更，本次跳过","现有中文/翻译","账号正在使用或凭据正在变更，本次跳过","src/server/accountActivationAdmission.ts:11；src/server/accountActivationAdmission.ts:29；src/server/accountActivationScheduler.ts:145",""
"NT0973","服务端与协议错误","找不到 ID 为 {变量1} 的待处理服务器请求。","中文审核译文；当前源码为英文模板","No pending server request found for id {变量1}","src/server/codexAppServerBridge.ts:6151",""
"NT0974","服务端与协议错误","找不到对应历史回合。","现有中文/翻译","找不到对应历史回合。","src/server/threadHistory.ts:179",""
"NT0975","服务端与协议错误","找不到发送记录，请核对状态","现有中文/翻译","找不到发送记录，请核对状态","src/server/codexAppServerBridge.ts:6805",""
"NT0976","服务端与协议错误","找不到该内部线程的会话记录。","中文审核译文；当前源码为英文","no rollout found for thread id","src/server/codexAppServerBridge.ts:919",""
"NT0977","服务端与协议错误","找不到该消息，请刷新状态","现有中文/翻译","找不到该消息，请刷新状态","src/server/deliveryService.ts:128",""
"NT0978","服务端与协议错误","找不到会话记录。","中文审核译文；当前源码为英文","no rollout found","src/server/codexAppServerBridge.ts:2463",""
"NT0979","服务端与协议错误","找不到模块","中文审核译文；当前源码为英文","Cannot find module","src/server/terminalManager.ts:379",""
"NT0980","服务端与协议错误","找不到目录。","中文审核译文；当前源码为英文","Directory not found.","src/server/httpServer.ts:168",""
"NT0981","服务端与协议错误","找不到内部线程。","中文审核译文；当前源码为英文","thread not found","src/server/codexAppServerBridge.ts:919",""
"NT0982","服务端与协议错误","找不到前端入口文件。","中文审核译文；当前源码为英文","Frontend entry file not found.","src/server/httpServer.ts:264",""
"NT0983","服务端与协议错误","找不到所选账号。","中文审核译文；当前源码为英文","The selected account was not found.","src/server/accountAuthCoordinator.ts:339；src/server/accountAuthCoordinator.ts:591；src/server/accountAuthCoordinator.ts:711；src/server/accountAuthCoordinator.ts:918；src/server/accountAuthCoordinator.ts:930",""
"NT0984","服务端与协议错误","找不到图像文件。","中文审核译文；当前源码为英文","Image file not found.","src/server/httpServer.ts:127",""
"NT0985","服务端与协议错误","找不到文件。","中文审核译文；当前源码为英文","File not found.","src/server/httpServer.ts:144；src/server/httpServer.ts:193；src/server/httpServer.ts:196；src/server/httpServer.ts:217；src/server/httpServer.ts:237",""
"NT0986","服务端与协议错误","找不到有效任务或执行目标","现有中文/翻译","找不到有效任务或执行目标","src/server/automationEngine.ts:233",""
"NT0987","服务端与协议错误","正在发送，请等待结果后再操作","现有中文/翻译","正在发送，请等待结果后再操作","src/server/deliveryStore.ts:292",""
"NT0988","服务端与协议错误","正在验证账号，请等待结果。","现有中文/翻译","正在验证账号，请等待结果。","src/server/accountAuthCoordinator.ts:436；src/server/accountAuthCoordinator.ts:505",""
"NT0989","服务端与协议错误","执行会话无法加载；请检查目标会话后重试","现有中文/翻译","执行会话无法加载；请检查目标会话后重试","src/server/automationEngine.ts:36",""
"NT0990","服务端与协议错误","执行历史文件损坏，请检查日志归档","现有中文/翻译","执行历史文件损坏，请检查日志归档","src/server/automationHistory.ts:48",""
"NT0991","服务端与协议错误","执行连接已关闭，请重新发起请求。","现有中文/翻译","执行连接已关闭，请重新发起请求。","src/server/accountExecution.ts:53",""
"NT0992","服务端与协议错误","执行未完成；请打开会话查看错误并处理","现有中文/翻译","执行未完成；请打开会话查看错误并处理","src/server/automationEngine.ts:39",""
"NT0993","服务端与协议错误","执行账号已移除，关联连接已关闭","现有中文/翻译","执行账号已移除，关联连接已关闭","src/server/automationEngine.ts:216",""
"NT0994","服务端与协议错误","至少需要填写一个允许的 Telegram 用户 ID。","中文审核译文；当前源码为英文","At least one allowed Telegram user ID is required","src/server/codexAppServerBridge.ts:9660",""
"NT0995","服务端与协议错误","终端会话不存在。","中文审核译文；当前源码为英文","Terminal session missing","src/server/terminalManager.ts:326",""
"NT0996","服务端与协议错误","重置结果未确认，请刷新额度后核对；不要重复使用其他重置机会。","现有中文/翻译","重置结果未确认，请刷新额度后核对；不要重复使用其他重置机会。","src/server/accountRoutes.ts:111",""
"NT0997","服务端与协议错误","转发失败：{变量1}","中文审核译文；当前源码为英文模板","Forward failed: {变量1}","src/server/telegramThreadBridge.ts:553",""
"NT0998","服务端与协议错误","转发消息到会话失败。","中文审核译文；当前源码为英文","Failed to forward message to thread","src/server/telegramThreadBridge.ts:552",""
"NT0999","服务端与协议错误","自定义连接请使用 HTTP 或 SSE。","现有中文/翻译","自定义连接请使用 HTTP 或 SSE。","src/server/apiProxy/gateway.ts:475",""
"NT1000","服务端与协议错误","自定义连接缺少 API 密钥。","中文审核译文；当前源码为英文","Custom connection API key is missing","src/server/customConnectionProxy.ts:31",""
"NT1001","服务端与协议错误","自定义连接数量已达上限","现有中文/翻译","自定义连接数量已达上限","src/server/customConnectionStore.ts:124",""
"NT1002","服务端与协议错误","自定义连接已移除","现有中文/翻译","自定义连接已移除","src/server/customConnectionStore.ts:68；src/server/customConnectionStore.ts:132",""
"NT1003","服务端与协议错误","自动化调度锁已失效","现有中文/翻译","自动化调度锁已失效","src/server/automationStore.ts:67",""
"NT1004","服务端与协议错误","自动化运行状态文件损坏，请检查 state.json；调度已停止以避免重复执行","现有中文/翻译","自动化运行状态文件损坏，请检查 state.json；调度已停止以避免重复执行","src/server/automationStore.ts:81",""
"NT1005","服务端与协议错误","自动化账号连接已释放，本次操作未发送","现有中文/翻译","自动化账号连接已释放，本次操作未发送","src/server/codexAppServerBridge.ts:5669",""
"NT1006","服务端与协议错误","组件模型目录格式无效。","现有中文/翻译","组件模型目录格式无效。","src/server/apiProxy/gateway.ts:428",""
"NT1007","服务端与协议错误","最多保留 256 把 key。","现有中文/翻译","最多保留 256 把 key。","src/server/apiProxy/store.ts:137",""
"NT1008","服务端与协议错误","最近一次错误：{变量1}","中文审核译文；当前源码为英文模板","last error: {变量1}","src/server/telegramThreadBridge.ts:516",""
"NT1009","服务端与协议错误","最终回合元数据无效。","中文审核译文；当前源码为英文","Invalid final turn metadata","src/server/codexAppServerBridge.ts:7256；src/server/sidebarThreadStatusReader.ts:36",""
"NT1010","服务端与协议错误","AGENTS.md 工作目录区块不完整，请先修复","现有中文/翻译","AGENTS.md 工作目录区块不完整，请先修复","src/server/projectDirectories.ts:12；src/server/projectDirectories.ts:24",""
"NT1011","服务端与协议错误","AGENTS.md 工作目录区块格式无效","现有中文/翻译","AGENTS.md 工作目录区块格式无效","src/server/projectDirectories.ts:15",""
